train_loss,test_loss
0.12316567002019535,0.0583703475961995
0.04357236087880253,0.04660496439432079
0.02986424730407695,0.037574182225477
0.020560036724580278,0.030175541264747117
0.016481274148177422,0.029593728431343322
0.012518330392046058,0.03346996967783126
0.01105942559540268,0.03664520334384895
0.008580690423878082,0.03691002979788742
0.007090801816779244,0.03688292253176592
0.007816588492555817,0.037555748050807275
0.007017590768147787,0.04685995772621281
0.005439050346263139,0.04102234432355624
0.005622873779904452,0.05695108370845944
0.0046376227212254,0.054775344076774896
0.004573424225830058,0.044274819050234664
0.004481113347653696,0.06290603582474404
0.003913253246099456,0.05678361301380117
0.0030095330077343834,0.07070376605995922
0.004060260890282537,0.06536645536262288
0.003020353048241314,0.05729982339967883
0.004092925965977529,0.06161382949639013
0.003631763363426279,0.058784408973567744
0.0044716166283437445,0.06128335189595175
0.003202331261253608,0.0634127887137559
0.002396069130405142,0.08249264150848563
0.004972970829781838,0.08479306262418844
0.003374205875555109,0.07961361983126758
0.0033148338644206,0.06850988817298069
0.0028827020927449684,0.09961481317447037
0.0029150555592389197,0.0737635036208299
0.0026027058261532043,0.09174560220991279
0.0034893422926572815,0.09086989975879985
0.0030450330945513493,0.10949232413884333
0.0027898136178306446,0.08852445364728162
0.0036930759520437256,0.10118039765451217
0.004509968543829235,0.07495600619564093
0.0024807414834374614,0.09508268485699985
0.002834785425838363,0.08991222056255574
0.002667965834302215,0.1130952991388594
0.002801273242137526,0.09687186610823142
0.002399124789556206,0.09047356936872902
0.0019233980931764084,0.1181898407515862
0.0029159764258895873,0.09853448194611948
0.0020283978969113737,0.13430920346440028
0.004830201944409792,0.09807101487986748
0.0033821469459757434,0.09226961085323247
0.0015063430968868298,0.11586098771270602
0.0032666868622909582,0.13445264322228406
0.0033653090873231642,0.12958176169133678
0.004271922130786627,0.11853030748754552
