feature1,feature2,label
-0.6069017057594571,0.7778693218032058,0.0
-0.3147219162236008,0.24605595044918646,1.0
0.19649561842659632,-0.2944963693771768,1.0
0.02015848389985689,0.982763607546878,0.0
-0.7934253789992619,-0.6869280383216094,0.0
0.9755618533271777,-0.43118961266108446,0.0
0.9984393975414045,0.19480594387334232,0.0
-0.49077522794022344,-0.08014277793798016,1.0
-0.07426108797172094,1.1282811922166132,0.0
0.3106884517868246,0.28058295524692967,1.0
0.3513162445699098,0.8315070778310697,0.0
-0.8947459106156831,0.5915953780317408,0.0
-0.5523582993121019,0.62295153977909,0.0
0.4470693771809804,-0.04569219306459185,1.0
0.0889617890213758,0.4481680160578958,1.0
0.11008578938742494,-0.9289772218378569,0.0
0.7705689216670725,0.4156417169469747,0.0
-0.2649009142723199,-1.0222501080662705,0.0
-0.6618778913184657,-0.6734648601217195,0.0
-0.22515832131586389,1.000821473203278,0.0
0.9804047854470218,0.0346067755090997,0.0
0.44431520831368726,-0.1822104317229045,1.0
0.03403773535017141,-0.45895681411559,1.0
0.4991699707782704,-0.08259013572347443,1.0
0.048403383314769156,0.3536666054977244,1.0
0.0940402620485533,-0.4345478616662018,1.0
0.09518122148419184,0.9251672176986788,0.0
-1.0457280551388533,0.26992756851465427,0.0
0.18596318068274248,-0.4122611048762652,1.0
-0.40790112264928735,-0.008640291192836852,1.0
0.5187510920677074,-0.14629348081616025,1.0
-1.0084035317487106,-0.2971686675945493,0.0
-0.02815508104001782,0.8681502612332959,0.0
0.6310912867125393,-0.7110923647797166,0.0
-0.6591060069924726,-0.8524004350277594,0.0
-0.40676963887602274,0.08178088038074825,1.0
-0.9728814950219912,0.46865739545012175,0.0
-0.06505799248638873,-0.3049830454719847,1.0
-0.3776070838321456,0.04104622739643875,1.0
0.9807456028306151,-0.4842335253036082,0.0
0.10299041555048365,0.44596045536164414,1.0
0.8858398759496915,0.6276135201810985,0.0
-0.24955677128674675,-0.4133517478807116,1.0
0.2776497711471617,-0.28964971696434066,1.0
0.8152594164656144,0.43478200032116654,0.0
-0.7601770453260489,-0.5865391301708219,0.0
-0.3545959493575728,-0.21514067774745396,1.0
-0.48143114027867817,0.8147395848882155,0.0
0.31428496358691743,0.9287303319902166,0.0
-0.23869234654689822,-0.20331173488954357,1.0
0.22412148239789345,-0.9594014275102866,0.0
0.5048579874287458,-0.8013065240734271,0.0
-0.5038090610168746,0.858834351211465,0.0
0.3478545933426202,-0.23442726040876172,1.0
0.3321141646981364,-0.06680375722583723,1.0
0.1802180647303273,0.4890472168163583,1.0
-0.26824171061558794,-0.9516266972305946,0.0
-0.9356513132789003,-0.44088883862131945,0.0
-0.8953585728737439,0.3141211158258935,0.0
-0.5029343019667161,-0.8191004452541637,0.0
-0.011979545084264466,0.9660869990252647,0.0
-0.9357281035914087,-0.5601849435748822,0.0
0.2011086521863866,0.2923078131653586,1.0
-0.06090142714145465,-0.2471815843321188,1.0
0.06182953109693863,-0.2494892243952222,1.0
0.04096468021772301,1.0337942100912476,0.0
0.22114757334859436,-0.17442507981116806,1.0
0.3924907479151632,-0.016182607197350013,1.0
-0.12000987077155718,1.016821899602201,0.0
0.4208780138763749,0.094535979710454,1.0
0.30897676472333385,-0.05764109546901381,1.0
0.9956736811540088,0.0911284275871386,0.0
-0.4879411433903019,0.2502366055470035,1.0
-0.07691730693671818,0.3186895216210868,1.0
-0.3648446433864925,0.10730362056085524,1.0
0.10805133974970796,-0.24929100203927348,1.0
0.36089922921869,0.025305414630776485,1.0
0.2816253090491772,-1.0174287923543963,0.0
0.26303084533588417,-0.2807035038930161,1.0
-0.3743743800476744,0.15120894754511302,1.0
0.9707658241763526,-0.17723390636801545,0.0
-0.36822702330503504,0.20162187810745255,1.0
0.4603285664734934,0.016222316707581504,1.0
0.09053807474343419,0.44605823960407903,1.0
-0.019111627948845307,0.9832503701879826,0.0
0.6305710480933779,0.7693008493843885,0.0
-0.9112499106783409,-0.08889493215890819,0.0
-0.14081441234736927,-1.0505229396850535,0.0
